0.44965,0.10575,0.051845,0.064271,0.07501,0.093899,0.11151,0.14591,0.13062,0.087958,0.13322,0.29997,0.18332,0.1,0.050008,0.13333,0.083336,0.050008,0.016681,0.066672,0.016681
0.078378,0.011648,0.0069661,0.011573,0.015398,0.027613,0.062068,0.13608,0.22605,0.17476,0.32785,0.021748,0.021748,0.010879,0.043484,0.032616,0.043484,0.11956,0.22825,0.07609,0.40214
0.026389,0.11407,0.062579,0.076755,0.089636,0.11028,0.12831,0.14174,0.11055,0.071933,0.094144,0.13805,0.067341,0.090909,0.067341,0.13131,0.10101,0.11111,0.11448,0.10774,0.070708
0.061552,0.039314,0.023897,0.034514,0.04371,0.066228,0.11358,0.17404,0.19492,0.13007,0.17972,0.011374,0.011374,0.045461,0.056823,0.056823,0.14772,0.26135,0.19317,0.09091,0.125
0.01037,0.070777,0.031681,0.040558,0.044081,0.056476,0.082974,0.12819,0.16793,0.12859,0.24875,0.085366,0.047562,0.047562,0.035367,0.050001,0.064635,0.12195,0.17561,0.14024,0.23171
0.022759,0.2618,0.12662,0.12262,0.13558,0.13249,0.091216,0.062881,0.0274,0.017323,0.022064,0.30036,0.13187,0.14286,0.13187,0.10256,0.065935,0.05861,0.040295,0.0036665,0.021981
0.19267,0.041689,0.033976,0.051003,0.073302,0.11028,0.17451,0.21442,0.13999,0.078133,0.08269,0.085715,0.0449,0.065308,0.11429,0.21632,0.23673,0.11429,0.085715,0.012248,0.024493
0.021,0.27304,0.11107,0.10469,0.099876,0.1055,0.084176,0.079708,0.051709,0.037393,0.052836,0.22911,0.12938,0.10512,0.12129,0.14016,0.09434,0.061996,0.051214,0.01887,0.048519
0.07932,0.064605,0.033687,0.044106,0.051112,0.068596,0.10317,0.14906,0.17159,0.12145,0.19262,0.013901,0.055562,0.069449,0.069449,0.069449,0.069449,0.13888,0.26387,0.097223,0.15277
0.018159,0.078724,0.032859,0.041456,0.041172,0.0529,0.073464,0.11279,0.16006,0.1328,0.27377,0.047827,0.022827,0.025001,0.032609,0.04674,0.071739,0.12283,0.175,0.1413,0.31413
0.23451,0.33706,0.11166,0.099896,0.073461,0.069402,0.058591,0.061256,0.054224,0.047395,0.087057,0.63784,0.068971,0.034494,0.068971,0.017256,0.051732,0.034494,0.051732,0.017256,0.017256
0.028764,0.092141,0.041529,0.051837,0.056213,0.06845,0.093744,0.13006,0.15466,0.11453,0.19685,0.125,0.015638,0.046883,0.062506,0.062506,0.062506,0.15624,0.14062,0.14062,0.18749
0.021227,0.025262,0.012291,0.01853,0.021946,0.032938,0.061196,0.11949,0.19741,0.16294,0.348,0.029662,0.019775,0.01695,0.029662,0.05791,0.056498,0.088983,0.15819,0.16384,0.37853
0.1832,0.052951,0.027802,0.037616,0.044229,0.062894,0.099179,0.15186,0.18455,0.13162,0.2073,1.2657e-05,1.2657e-05,0.012669,0.037983,0.012669,0.075952,0.15189,0.25315,0.10127,0.3544
0.053445,0.051299,0.031096,0.043726,0.05509,0.077123,0.12214,0.17196,0.17512,0.11433,0.15812,0.045458,0.01705,0.011369,0.039776,0.045458,0.10227,0.19886,0.25567,0.13636,0.14772
0.10221,0.13163,0.049593,0.059564,0.056007,0.062547,0.076635,0.10351,0.13546,0.10998,0.21507,0.11764,0.09804,0.058832,0.019624,0.13725,0.078436,0.13725,0.058832,0.09804,0.19606
0.071302,0.01692,0.010846,0.017436,0.022782,0.04219,0.087234,0.17543,0.23796,0.16173,0.22748,4.3858e-06,0.0087759,0.013162,0.021933,0.0087759,0.043862,0.15789,0.32017,0.21052,0.21491
0.14089,0.072876,0.039809,0.055144,0.065733,0.088043,0.12331,0.16125,0.15479,0.10399,0.13506,0.022433,0.017711,0.018891,0.031878,0.036601,0.09327,0.15348,0.25974,0.15112,0.21487
0.26593,0.052691,0.027776,0.037633,0.044328,0.063129,0.099693,0.15251,0.18476,0.13146,0.20601,0.038464,0.076924,0.1,0.12692,0.15384,0.11923,0.15,0.088462,0.057694,0.088462
0.068294,0.089364,0.037266,0.046337,0.046112,0.058731,0.078014,0.11506,0.15607,0.12678,0.24626,0.071431,0.03572,0.017864,0.098214,0.089287,0.071431,0.16071,0.16964,0.125,0.16071
