0.38022,0.13537,0.056697,0.070274,0.07516,0.089433,0.094363,0.1181,0.12124,0.08801,0.15135,0.29997,0.18332,0.1,0.050008,0.13333,0.083336,0.050008,0.016681,0.066672,0.016681
0.097348,0.0096183,0.0057764,0.01035,0.015309,0.02877,0.058063,0.11848,0.18493,0.20391,0.36479,0.021748,0.021748,0.010879,0.043484,0.032616,0.043484,0.11956,0.22825,0.07609,0.40214
0.025278,0.12526,0.064073,0.079109,0.088495,0.10356,0.11754,0.12492,0.11011,0.074491,0.11243,0.13805,0.067341,0.090909,0.067341,0.13131,0.10101,0.11111,0.11448,0.10774,0.070708
0.072229,0.037962,0.022578,0.034058,0.043039,0.069818,0.11442,0.16695,0.17912,0.13822,0.19384,0.011374,0.011374,0.045461,0.056823,0.056823,0.14772,0.26135,0.19317,0.09091,0.125
0.01106,0.07767,0.032913,0.041314,0.044935,0.057172,0.08381,0.12048,0.15274,0.13053,0.25843,0.085366,0.047562,0.047562,0.035367,0.050001,0.064635,0.12195,0.17561,0.14024,0.23171
0.020353,0.34267,0.14143,0.12882,0.13269,0.095883,0.059353,0.037493,0.022862,0.013867,0.024927,0.30036,0.13187,0.14286,0.13187,0.10256,0.065935,0.05861,0.040295,0.0036665,0.021981
0.20575,0.026074,0.025912,0.042963,0.061932,0.12475,0.21197,0.22644,0.12916,0.072457,0.078338,0.085715,0.0449,0.065308,0.11429,0.21632,0.23673,0.11429,0.085715,0.012248,0.024493
0.033481,0.26086,0.10568,0.10462,0.1011,0.093795,0.079992,0.074543,0.06241,0.043712,0.073288,0.22911,0.12938,0.10512,0.12129,0.14016,0.09434,0.061996,0.051214,0.01887,0.048519
0.09374,0.070035,0.033921,0.044424,0.051395,0.068305,0.097849,0.13683,0.15975,0.12752,0.20996,0.013901,0.055562,0.069449,0.069449,0.069449,0.069449,0.13888,0.26387,0.097223,0.15277
0.008196,0.062616,0.025314,0.033784,0.037531,0.046458,0.065983,0.10085,0.15214,0.15004,0.32528,0.047827,0.022827,0.025001,0.032609,0.04674,0.071739,0.12283,0.175,0.1413,0.31413
0.14379,0.42906,0.11597,0.097222,0.068481,0.049132,0.039659,0.038621,0.042612,0.036014,0.083233,0.63784,0.068971,0.034494,0.068971,0.017256,0.051732,0.034494,0.051732,0.017256,0.017256
0.030155,0.095767,0.043255,0.053937,0.059859,0.072206,0.096259,0.12635,0.14541,0.11377,0.19318,0.125,0.015638,0.046883,0.062506,0.062506,0.062506,0.15624,0.14062,0.14062,0.18749
0.012349,0.046297,0.019782,0.028333,0.034048,0.04338,0.064864,0.10283,0.15889,0.16241,0.33917,0.029662,0.019775,0.01695,0.029662,0.05791,0.056498,0.088983,0.15819,0.16384,0.37853
0.1833,0.054041,0.027311,0.037692,0.045249,0.064753,0.096914,0.14205,0.1694,0.13913,0.22345,1.2657e-05,1.2657e-05,0.012669,0.037983,0.012669,0.075952,0.15189,0.25315,0.10127,0.3544
0.043408,0.03944,0.02348,0.035581,0.045266,0.071851,0.11439,0.16662,0.17681,0.13366,0.19291,0.045458,0.01705,0.011369,0.039776,0.045458,0.10227,0.19886,0.25567,0.13636,0.14772
